COLLECTIBLE,SET,NAME,FACTION,ELITE,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,MECHANICS,PLAYERCLASS,RACE,INPLAYTEXT,DURABILITY
True,Classic,救贖,Neutral,,<b>秘密:</b>當你的一個手下死亡時，使其復活並擁有1點生命值,Ittoku,Common,,1,,我一直搞不太清楚到底要救還是要贖。,Spell,EX1_136,Secret,Paladin,,,
True,Classic,教派宗師,Neutral,,每當你其他的手下死亡，抽一張牌,Raymond Swanland,Common,4,4,2,雖然她是個邪惡的教派宗師，但她還是會每個星期固定和父母聯絡。,Minion,EX1_595,,,,,
True,Classic,日怒保衛者,Alliance,,<b>戰吼:</b>賦予兩側的手下<b>嘲諷</b>,James Ryman,Rare,2,2,3,她隨身攜帶盾牌，但只是為了在戰鬥中交給別人，好讓她能躲在後面。,Minion,EX1_058,Battlecry,,,,
True,Classic,日行者,Alliance,,<b>嘲諷</b>。<b>聖盾術</b>,Andrea Uderzo,Rare,4,6,5,別緊張!她並沒有真的在太陽上面行走，只是經常在大太陽底下散步而已。,Minion,EX1_032,Divine Shield|Taunt,,,,
,Classic,星殞術,,,對一個手下造成$5點傷害,,,,,,,Spell,NEW1_007b,,Druid,,,
,Classic,星殞術,,,對全部敵方手下造成$2點傷害,,,,,,,Spell,NEW1_007a,,Druid,,,
True,Classic,星殞術,,,<b>二選一:</b>造成一個手下$5點傷害，或全部敵方手下$2點傷害,Richard Wright,Rare,,5,,天空要塌下來了嗎?是的，要塌下來了。,Spell,NEW1_007,,Druid,,,
,Classic,智慧祝福,,,當這個手下進行攻擊，敵方玩家抽一張牌,,,,,,,Enchantment,EX1_363e2,,Paladin,,,
True,Classic,智慧祝福,,,選擇一個手下。每當它進行攻擊，抽一張牌,Chippy,Common,,1,,顯然有了智慧，就會帶來「你大概應該每回合都進行攻擊」這樣的常識。,Spell,EX1_363,,Paladin,,,
,Classic,智慧祝福,,,當這個手下進行攻擊，祝福它的玩家抽一張牌,,,,,,,Enchantment,EX1_363e,,Paladin,,,
True,Classic,暗影之焰,Neutral,,摧毀一個友方手下，使全部敵方手下受到等同其攻擊力的傷害,Dave Kendall,Rare,,4,,對一個強大的手下施放暗影之焰是一件非常愉快的事!,Spell,EX1_303,AffectedBySpellPower,Warlock,,,
True,Classic,暗影形態,,,你的英雄能力改為造成2點傷害。已在暗影形態下則為3點傷害,Alex Horley Orlandelli,Epic,,3,,如果明亮的光線照射在暗影形態的牧師身上時，他們也會有影子嗎?,Spell,EX1_625,,Priest,,,
True,Classic,暗影狂亂,Neutral,,控制一個攻擊力3點以下的敵方手下，直到回合結束,Mark Gibbons,Rare,,4,,你要怎麼合理化解釋都行，不管怎麼說，這樣做還是很卑鄙。,Spell,EX1_334,,Priest,,,
True,Classic,暗影閃現,Neutral,,使一個友方手下返回你手上。它的消耗減少(2)點,Graven Tung,Common,,0,,盜賊的舞團有時候會在表演結束時用暗影閃現退出。觀眾超愛他們這樣做。,Spell,EX1_144,,Rogue,,,
,Classic,暮光之時,,,生命值提高,,,,,,,Enchantment,EX1_043e,,,,,
True,Classic,暮光飛龍,Neutral,,<b>戰吼:</b>你的每一張手牌會使其獲得+1生命值,Jaemin Kim,Rare,4,4,1,暮光飛龍是靠秘法能量為食。還有玉米餅。,Minion,EX1_043,Battlecry,,Dragon,,
,Classic,暴怒,,,+3/+3,,,,,,,Enchantment,CS2_104e,,Warrior,,,
True,Classic,暴怒,Neutral,,賦予一個受傷的手下+3/+3,Jonboy Meyers,Common,,2,,手下憤怒了。手下打打!,Spell,CS2_104,,Warrior,,,
True,Classic,暴風雪,Neutral,,對全部敵方手下造成$2點傷害並使其<b>凍結</b>,Chris Seaman,Rare,,6,,降下的暴雪有很強的娛樂作用。,Spell,CS2_028,Freeze,Mage,,,
,Classic,月火術,Neutral,,造成2點傷害,,,,,,,Spell,EX1_166a,,Druid,,,
True,Classic,有耐心的刺客,Neutral,,<b>潛行</b>。摧毀任何被這個手下傷害的手下,Ben Olson,Epic,1,2,1,他其實並非那麼有耐心。只是要花點時間才能等到有人走進他的攻擊範圍內。,Minion,EX1_522,Poisonous|Stealth,Rogue,,,
True,Classic,末日守衛,Neutral,,<b>衝鋒</b>。<b>戰吼:</b>隨機捨棄兩張牌,Lucas Graciano,Rare,5,5,7,召喚末日守衛很危險。一定會<b>有人</b>死。,Minion,EX1_310,Battlecry|Charge,Warlock,Demon,,
True,Classic,末日災厄,Neutral,,對一個角色造成$2點傷害。若能殺死它，隨機召喚一個惡魔,Raymond Swanland,Epic,,5,,我對你的忠告就是，盡量遠離末日。,Spell,EX1_320,,Warlock,,,
True,Classic,末日錘,Neutral,,<b>風怒，超載:</b>(2),John Polidora,Epic,2,5,,奧格林·末日錘將這把傳說武器給了索爾。至於他的名字，完全是巧合。,Weapon,EX1_567,Windfury,Shaman,,,8
True,Classic,末日預言者,,,在你的回合開始時，摧毀全部手下,Alex Horley Orlandelli,Epic,0,2,7,他的預言好幾次都差點成真。他<b>非常肯定</b>的說大災變那次就是真正的末日。,Minion,NEW1_021,,,,,
,Classic,松鼠,Neutral,,,,Common,1,1,1,,Minion,EX1_tk28,,,Beast,,
True,Classic,森林之魂,Neutral,,賦予你的手下「<b>死亡之聲:</b>召喚一個2/2樹人」,Markus Erdt,Common,,4,,「造林」這個字眼忽然間變得恐怖了起來。,Spell,EX1_158,,Druid,,,
,Classic,森林之魂,,,死亡之聲:召喚一個2/2的樹人,,,,,,,Enchantment,EX1_158e,,Druid,,,
True,Classic,森林看守者,Neutral,,<b>二選一:</b>造成2點傷害，或<b>沉默</b>一個手下,Gabor Szikszai,Rare,2,4,4,這些傢伙一出現就開始做林木保育，連問都沒問。,Minion,EX1_166,,Druid,,,
,Classic,植根,Neutral,,+5生命值及<b>嘲諷</b>,,,,,,,Spell,EX1_178a,,Druid,,,
,Classic,植根,,,+5生命值及<b>嘲諷</b>,,,,,,,Enchantment,EX1_178ae,,Druid,,,
,Classic,樹人,Neutral,,<b>衝鋒</b>。在回合結束時，摧毀這個手下,,Common,2,1,2,,Minion,EX1_tk9,Charge,Druid,,,
,Classic,樹人,,,<b>嘲諷</b>,,,2,1,2,,Minion,EX1_573t,Taunt,Druid,,,
,Classic,樹人,Neutral,,,,,2,1,2,,Minion,EX1_158t,,Druid,,,
,Classic,歡笑之女,,,無法被法術或英雄能力指定,,,3,3,5,,Minion,DREAM_01,,Dream,,,
True,Classic,正義之劍,Neutral,,每當你召喚手下，賦予該手下+1/+1，並使耐久度降低1點,Efrem Palacios,Epic,1,3,,我任命你為沙朗牛排爵士!,Weapon,EX1_366,,Paladin,,,5
True,Classic,死亡之翼,,True,<b>戰吼:</b>摧毀全部其他手下並捨棄你的全部手牌,Bernie Kang,Legendary,12,10,12,原名叫奈薩里奧的死亡之翼原本是一頭高貴的龍，直到他失去理性並撕裂艾澤拉斯，最後還被擊殺。難道是因為單親問題嗎?,Minion,NEW1_030,Battlecry,,Dragon,,
True,Classic,殘酷的監工,Neutral,,<b>戰吼:</b>對一個手下造成1點傷害並賦予它+2攻擊力,Phroilan Gardner,Common,2,2,2,「我需要你星期天來加班。」-殘酷的監工,Minion,EX1_603,Battlecry,Warrior,,,
,Classic,殺啊啊啊!,,,南海船長賦予了+1/+1,,,,,,,Enchantment,NEW1_027e,,,,,
,Classic,殺死米歐浩斯!,,,本回合法術消耗為(0)點!,,Legendary,,,,,Enchantment,NEW1_029t,,,,,
True,Classic,毒蛇陷阱,Neutral,,<b>秘密:</b>當你的一個手下受到攻擊時，召喚三條1/1的蛇,Bernie Kang,Epic,,2,,為什麼一定得是蛇?,Spell,EX1_554,Secret,Hunter,,,
True,Classic,比斯巨獸,Neutral,True,<b>死亡之聲:</b>為你的對手召喚一個3/3芬克·恩霍爾,Glenn Rane,Legendary,9,6,7,他住在黑石山裡。他吃地精。關於他的介紹差不多就這樣。,Minion,EX1_577,Deathrattle,,Beast,,
True,Classic,氣化,Neutral,,<b>秘密:</b>當一個手下攻擊你的英雄時，摧毀它,Raymond Swanland,Rare,,3,,謠言說，大災變的起因是因為死亡之翼的對手打了這張牌，導致他輸了一場。我們已經無從得知真相。,Spell,EX1_594,Secret,Mage,,,
True,Classic,沉默,Neutral,,<b>沉默</b>一個手下,Zoltan & Gabor,Common,,0,,適合對敵方施法者、在墓穴出現的邪惡巫妖和在黑鐵酒吧唱卡啦OK時使用。,Spell,EX1_332,Silence,Priest,,,
,Classic,沒用的小鬼,,,<i>你沒有惡魔了!不過至少一定有小鬼...</i>,,Common,1,1,1,,Minion,EX1_317t,,Warlock,Demon,,
True,Classic,治療之環,,,全部手下恢復#4點生命值,Daarken,Common,,0,,其實它並不真的是個環。,Spell,EX1_621,,Priest,,,
True,Classic,沼地蠕行者,Alliance,,<b>嘲諷</b>,Monica Langlois,Common,3,5,6,原本牠叫沼澤獸，但是那會害人搞混，因為牠並不算野獸。結果呢，嘿，牠就有了新名字!,Minion,CS1_069,Taunt,,,,
True,Classic,法力之潮圖騰,Neutral,,在你的回合結束時，抽一張牌,Scott Altmann,Rare,0,3,3,據說有些薩滿可以連續10次快速念完「漂浮圖騰」。,Minion,EX1_575,,Shaman,Totem,,
True,Classic,法力怨靈,Neutral,,全部手下的消耗增加(1)點,Luca Zontini,Rare,2,2,2,他們會在晚上出現，偷吃剩下的法力水晶。嗯...好吃!,Minion,EX1_616,Aura,,,,
,Classic,法力暴食,,,攻擊力提高,,,,,,,Enchantment,NEW1_012o,,Mage,,,
True,Classic,法力龍鰻,,,每當你施放法術，獲得+1攻擊力,Blizzard Cinematics,Common,1,1,3,這些龍鰻會吸食秘法能量，雖然通常被認為是小麻煩而不是威脅，不過還是真心建議你不要把他們放在法力藥劑的附近。,Minion,NEW1_012,,Mage,,,
True,Classic,法術反制,Neutral,,<b>秘密:</b>當對手施展法術時，<b>反制</b>它,Jason Chan,Rare,,3,,使用法術反制和沒使用反制法術的法師之間有什麼不同?沒使用反制法術的法師會被炎爆術直接打在臉上。,Spell,EX1_287,Secret,Mage,,,
,Classic,法術扭曲者,,,,,Epic,1,0,3,,Minion,tt_010a,,Mage,,,
True,Classic,法術扭曲者,Neutral,,<b>秘密:</b>當敵人對一個手下施放法術，召喚一個1/3手下成為新目標,Gonzalo Ordonez,Epic,,3,,雖然攔截敵人的閃電箭很有趣，但法術扭曲者比較喜歡攔截對手的野性印記。這比較卑劣一點。而血精靈...好吧，他們是有點卑劣。,Spell,tt_010,Secret,Mage,,,
,Classic,注入,,,+3生命值,,,,,,,Enchantment,EX1_623e,,Priest,,,
True,Classic,海巨人,Neutral,,戰場上其他的每一個手下使消耗減少(1)點,Svetlin Velinov,Epic,8,10,8,嗨!巨人!,Minion,EX1_586,,,,,
,Classic,淬鍛,,,本回合+2攻擊力,,,,,,,Enchantment,EX1_046e,OneTurnEffect,,,,
True,Classic,深淵領主,Neutral,,<b>戰吼:</b>對你的英雄造成5點傷害,Glenn Rane,Epic,5,4,6,雖然瑪諾洛斯、瑪瑟里頓和布魯托魯斯都死了，不過深淵領主可多著呢。,Minion,EX1_313,Battlecry,Warlock,Demon,,
,Classic,滋補術,Neutral,,抽3張牌,,,,,,,Spell,EX1_164b,,Druid,,,
,Classic,滋補術,Neutral,,獲得2顆法力水晶,,,,,,,Spell,EX1_164a,,Druid,,,
True,Classic,滋補術,Neutral,,<b>二選一:</b>獲得2顆法力水晶，或抽3張牌,Terese Nielsen,Rare,,5,,德魯伊能透過許多東西攝取養分:自然之力、鳴禽之聲、巧克力蛋糕。,Spell,EX1_164,,Druid,,,
,Classic,準備,,,你在本回合內施放的下一個法術消耗減少(3)點,,,,,,,Enchantment,EX1_145o,OneTurnEffect,Rogue,,,
True,Classic,準備,Neutral,,你在本回合內施放的下一個法術消耗減少(3)點,Clint Langley,Epic,,0,,「準備妥當」-盜賊的信條,Spell,EX1_145,,Rogue,,,
,Classic,激勵,,,生命值提高,,,,,,,Enchantment,NEW1_025e,,,,,
,Classic,灰燼使者,,,,,Legendary,5,5,,,Weapon,EX1_383t,,Paladin,,,3
True,Classic,炎爆術,Neutral,,造成$10點傷害,Luca Zontini,Epic,,10,,抽到這張牌以後，記得花點時間來發出邪惡的笑聲。,Spell,EX1_279,,Mage,,,
True,Classic,炸雞勇者,Alliance,True,<b>衝鋒</b>。<b>戰吼:</b>替你的對手召喚兩隻1/1幼龍,Gabe from Penny Arcade,Legendary,6,5,2,至少他有憤怒的炸雞可以吃。,Minion,EX1_116,Battlecry|Charge,,,,
True,Classic,烈焰小鬼,Neutral,,<b>戰吼:</b>對你的英雄造成3點傷害,Alex Horley Orlandelli,Common,3,1,2,小鬼喜歡身上冒火。他們就是喜歡。,Minion,EX1_319,Battlecry,Warlock,Demon,,
True,Classic,無縛的元素,Neutral,,每當你打出有<b>超載</b>的牌，便獲得+1/+1,Matt Gaser,Common,2,3,4,不像受到束縛的元素，無縛的元素可以在晚上到鎮上逛街。,Minion,EX1_258,,Shaman,,,
True,Classic,無面操縱者,Neutral,,<b>戰吼:</b>選擇一個手下並成為它的複製品,Raymond Swanland,Epic,3,5,3,無面者是尤格薩倫的僕人，它們以恐懼為食。現在它們正在吞食你害怕不小心把好牌全分解掉的恐懼。,Minion,EX1_564,Battlecry,,,,
,Classic,煉獄!,Neutral,,<b>英雄能力</b>
召喚一個6/6煉獄火,,,,2,,,Hero Power,EX1_tk33,,Warlock,,,
,Classic,煉獄火,Neutral,,,,Common,6,6,6,,Minion,EX1_tk34,,Warlock,Demon,,
True,Classic,照明彈,Neutral,,全部手下失去<b>潛行</b>。摧毀全部敵方的<b>秘密</b>。抽一張牌,Tyler Walpole,Rare,,2,,這不只是能照出你敵人的行蹤，在派對上也很好用!,Spell,EX1_544,,Hunter,,,
,Classic,熊形態,Neutral,,+2生命值及<b>嘲諷</b>,,Common,,,,,Spell,EX1_165b,,Druid,,,
True,Classic,熔岩爆發,Neutral,,造成$5點傷害。<b>超載:</b>(2),Dan Scott,Rare,,3,,這就像是把一整片岩漿海倒進你嘴裡一樣!,Spell,EX1_241,,Shaman,,,
True,Classic,熔火巨人,,,你的英雄受到的每一點傷害使消耗減少(1)點,Glenn Rane,Epic,8,20,8,他的胃很不好。因為他愛喝岩漿配油條當早餐。,Minion,EX1_620,,,,,
True,Classic,爆炸陷阱,Neutral,,<b>秘密:</b>當你的英雄被攻擊時，對全部敵人造成$2點傷害,Brandon Kitkouski,Common,,2,,它會捕捉你的食物然後幫你煮好!,Spell,EX1_610,Secret,Hunter,,,
True,Classic,爆裂射擊,Neutral,,對一個手下造成$5點傷害，並對其兩側的手下造成$2點傷害,Tom Baxa,Rare,,5,,拉掉保險栓，數到5，然後射擊。然後臥倒。,Spell,EX1_537,,Hunter,,,
True,Classic,牛頭人戰士,Neutral,,<b>嘲諷</b>。<b>狂怒:</b>+3攻擊力,Paul Warzecha,Common,2,3,3,牛頭人戰士:莫高雷的勇士，野豬人的殺手，雷霆崖電梯的乘客。,Minion,EX1_390,Enrage|Taunt,,,,
,Classic,狂暴,,,攻擊力提高,,,,,,,Enchantment,EX1_604o,,Warrior,,,
True,Classic,狂野怒火,Neutral,,本回合賦予一隻友方野獸+2攻擊力及<b>免疫</b>,Alex Horley Orlandelli,Epic,,1,,沸騰的憤怒僅僅是表面。在那之下是狂亂的自我解放，隨之而來的是輕微的不快。,Spell,EX1_549,,Hunter,,,
,Classic,狂野怒火,,,+2攻擊力及本回合<b>免疫</b>,,,,,,,Enchantment,EX1_549o,OneTurnEffect,Hunter,,,
True,Classic,狂野火占師,,,在你施放法術之後，對全部手下造成1點傷害,Alex Horley Orlandelli,Rare,3,2,2,燒啊燒，燒光光!大家一起燒!,Minion,NEW1_020,,,,,
True,Classic,狙擊,Neutral,,<b>秘密:</b>當你的對手打出手下時，對其造成$4點傷害,Lorenzo Minaca,Common,,2,,好的狙擊手專打軟肋。像是野豬美味的側腹。嗯...,Spell,EX1_609,Secret,Hunter,,,
True,Classic,狼人滲透者,Alliance,,<b>潛行</b>,Raymond Swanland,Common,2,1,1,你不想被狼人滲透的話，只要大喊「不可以!壞壞!」就好。,Minion,EX1_010,Stealth,,,,
True,Classic,猛擊,Neutral,,對一個手下造成$2點傷害。若其存活，抽一張牌,E.M. Gist,Common,,2,,「噹滴噹，噹滴噹」如果你聽到巨魔唱這段旋律，代表已經晚了。,Spell,EX1_391,,Warrior,,,
,Classic,獵犬,,,<b>衝鋒</b>,,,1,1,1,,Minion,EX1_538t,Charge,Hunter,Beast,,
,Classic,獵豹,,,,,Common,3,2,2,,Minion,EX1_160t,,Druid,Beast,,
,Classic,獵豹形態,Neutral,,<b>衝鋒</b>,,Common,,,,,Spell,EX1_165a,,Druid,,,
,Classic,獸群之力,,,原生恐狼賦予了這個手下+1攻擊力,,,,,,,Enchantment,EX1_162o,,,,,
,Classic,獸群領袖,,,+1/+1,,,,,,,Enchantment,EX1_160be,,Druid,,,
,Classic,獸群領袖,Neutral,,賦予你全部的手下+1/+1,,,,,,,Spell,EX1_160b,,Druid,,,
True,Classic,王牌獵人,,,<b>戰吼:</b>摧毀一個攻擊力在7點以上的手下,Chris Seaman,Epic,4,3,2,魔暴龍已經引不起他的興趣了。再沒多久，他就會開始嘗試用鈍掉的克羅之刃抓捕奧妮克希亞。,Minion,EX1_005,Battlecry,,,,
True,Classic,瑪里苟斯,Neutral,True,<b>法術傷害+5</b>,Michael Komarck,Legendary,4,9,12,瑪里苟斯非常討厭凡人使用魔法。他會瘋狂暴怒!,Minion,EX1_563,Spellpower,,Dragon,,
,Classic,生長,,,戈魯爾正在變大...,,,,,,,Enchantment,NEW1_038o,,,,,
,Classic,瘋想寶藏,,,攻擊力提高,,,,,,,Enchantment,NEW1_018e,,,,,
True,Classic,瘋狂炸彈客,Alliance,,<b>戰吼:</b>造成3點傷害，隨機分給其他角色,Mike Sass,Common,3,2,2,他並沒有真的那麼瘋狂，他只是應該對爆裂物更謹慎，卻沒有做到這一點。,Minion,EX1_082,Battlecry,,,,
True,Classic,瘋狂的鍊金師,Neutral,,<b>戰吼:</b>對調一個手下的攻擊力及生命值,Tom Fleming,Rare,2,2,2,他說:你會<b>愛死</b>我的新菜式...特別是如果你對目前肢體的數量感到不滿意。,Minion,EX1_059,Battlecry,,,,
True,Classic,白沫狂戰士,Neutral,,每當一個手下受到傷害，獲得+1攻擊力,Simon Bisley,Rare,2,3,4,他在當狂戰士之前原本是個會計師。,Minion,EX1_604,,Warrior,,,
True,Classic,白銀之手騎士,Alliance,,<b>戰吼:</b>召喚一個2/2的侍從,Matt Starbuck,Common,4,5,4,當騎士還不賴。當騎士的侍從就差很多了。,Minion,CS2_151,Battlecry,,,,
True,Classic,盛怒的狼人,Neutral,,<b>狂怒:</b><b>風怒</b>及+1攻擊力,Alex Horley Orlandelli,Common,3,3,3,如果他已經在盛怒中，等他被削弱就好了。,Minion,EX1_412,Enrage,,,,
True,Classic,盾牌猛擊,Neutral,,對一個手下造成相當於你護甲值的傷害,Raymond Swanland,Epic,,1,,「哪一把武器比較好?是敵人會小心提防的利刃，還是會被他們輕忽的鈍器?」-戰士之道，第9章,Spell,EX1_410,AffectedBySpellPower,Warrior,,,
True,Classic,知識古樹,,,<b>二選一:</b>抽2張牌，或恢復5點生命值,Patrik Hjelm,Epic,5,7,5,沒關係，去把你的名字刻在他身上。,Minion,NEW1_008,,Druid,,,
True,Classic,石毀車,Neutral,,在你的回合開始時，對一個隨機敵人造成2點傷害,Raymond Swanland,Rare,1,3,4,攻城戰對大家來說都不好玩。而且，效果還不怎麼樣，因為現在大家都有飛行坐騎了。,Minion,EX1_102,,,Mech,,
True,Classic,破法者,Horde,,<b>戰吼:</b><b>沉默</b>一個手下,Matt Cavotta,Common,4,4,3,破法者能夠將施法者身上的附魔取下來。此過程無痛，可在門診時完成。,Minion,EX1_048,Battlecry,,,,
True,Classic,碎顱,Neutral,,對敵方英雄造成$2點傷害。<b>連擊:</b>下回合這張牌將返回你手上,James Zhang,Rare,,3,,當其他的方法都不管用，巴一下頭就對了。,Spell,EX1_137,Combo,Rogue,,,
,Classic,磨利,,,+1耐久度,,,,,,,Enchantment,CS2_146o,,,,,
,Classic,祈倫托之力,,,你的下一個秘密消耗(0)點,,,,,,,Enchantment,EX1_612o,OneTurnEffect,Mage,,,
True,Classic,祈倫托法師,Neutral,,<b>戰吼:</b>你本回合內使用的下一個<b>秘密</b>消耗為(0)點,Popo Wei,Rare,4,3,3,祈倫托住在飄浮的城市達拉然裡。如何調製飄浮達拉然?兩球冰淇淋，一球達拉然。,Minion,EX1_612,Battlecry,Mage,,,
,Classic,祈倫托的教誨,,,<b>法術傷害+1</b>,,,,,,,Enchantment,EX1_584e,,,,,
True,Classic,神恩術,Neutral,,抽牌，直到你手牌的數量與對手相等,Lucas Graciano,Rare,,3,,這可不是普通的恩惠，而是神的恩惠，就像是幫人挪動沙發床一樣!,Spell,EX1_349,,Paladin,,,
True,Classic,神殿執行者,,,<b>戰吼:</b>賦予一個友方手下+3生命值,Daren Bader,Common,6,6,6,他星期四晚上會在豬和哨聲旅店兼差當保鑣。,Minion,EX1_623,Battlecry,Priest,,,
True,Classic,神聖之火,,,造成$5點傷害。使你的英雄恢復#5點生命值,Miguel Coimbra,Rare,,6,,隨之而來的通常是神聖的黑煙!,Spell,EX1_624,,Priest,,,
True,Classic,神聖憤怒,Neutral,,抽一張牌，並造成等同於其法力消耗的傷害,Justin Sweet,Rare,,5,,拜託，讓我抽到熔火巨人!!,Spell,EX1_365,,Paladin,,,
,Classic,視界術,,,你的其中一張牌消耗減少(3)點,Lars Grant-West,,,,,,Enchantment,CS2_053e,,Shaman,,,
True,Classic,視界術,Neutral,,抽一張牌。該卡片消耗減少(3)點,Lars Grant-West,Epic,,3,,德雷克塔爾看不到，但他「看」得到。懂我意思嗎?不懂也沒關係。,Spell,CS2_053,,Shaman,,,
True,Classic,秘法魔像,Neutral,,<b>衝鋒</b>。<b>戰吼:</b>給你的對手一顆法力水晶,Sedhayu Ardian,Rare,4,3,2,有秘法魔像讓整個地方看起來高檔多了，除此之外，他們還是非常棒的話題。,Minion,EX1_089,Battlecry|Charge,,,,
True,Classic,穆克拉,,True,<b>戰吼:</b>給你的對手2根香蕉,Sunny Gho,Legendary,5,3,5,穆克拉在哈圭羅島上遊盪，尋找他的真愛。,Minion,EX1_014,Battlecry,,Beast,,
True,Classic,米歐浩斯·曼納斯頓,,True,<b>戰吼:</b>敵人下一個回合的法術消耗為(0)點,Jim Nelson,Legendary,4,2,4,「我要點燃你們那些紅潤的臉頰!」,Minion,NEW1_029,Battlecry,,,,
,Classic,精神振奮,,,本回合這個手下擁有+2攻擊力,,,,,,,Enchantment,CS2_188o,OneTurnEffect,,,,
True,Classic,精神控制技師,Alliance,,<b>戰吼:</b>若你的對手有4個以上的手下，隨機控制其中一個,Leo Che,Rare,3,3,3,精神控制的科技越來越發達，但這並沒有說明什麼。,Minion,EX1_085,Battlecry,,,,
True,Classic,精靈龍,,,無法被法術或英雄能力指定,Samwise,Common,3,2,2,可愛。對魔法免疫。不會在地毯上小便。簡直是完美的寵物!,Minion,NEW1_023,,,Dragon,,
,Classic,紅龍女王之火,,,將生命值設為15點,,,,,,,Enchantment,EX1_561e,,,,,
True,Classic,納特·帕格,Neutral,True,在你的回合開始時，你有50%的機率多抽一張牌,Steve Prescott,Legendary,0,2,4,納特·帕格，艾澤拉斯的釣魚大師!他發明了自動竿3000、加長竿3000和誘餌竿2099(仍在測試中)。,Minion,EX1_557,,,,,
,Classic,純粹的能量!,,,屬性提高,,,,,,,Enchantment,EX1_274e,,Mage,,,
True,Classic,索爾瑪先知,Horde,,<b>風怒</b>,Efrem Palacios,Common,2,3,3,他被派駐在地獄火半島，但是他很希望能轉調到靠近奧格瑪的地方，或者只要地上沒著火的地方就好。,Minion,EX1_021,Windfury,,,,
,Classic,紫羅蘭學徒,,,,,,1,0,1,,Minion,NEW1_026t,,,,,
True,Classic,紫羅蘭教師,,,每當你施放法術，召喚一個1/1紫羅蘭學徒,James Ryman,Rare,3,4,5,如果你不專心，你可能會被變成豬。然後名字會被記在黑板上。,Minion,NEW1_026,,,,,
True,Classic,綁匪,,,<b>連擊:</b>將一個手下返回擁有者手上,Dave Allsop,Epic,5,6,3,他只是想要大家看看他度假時拍的照片。,Minion,NEW1_005,Combo,Rogue,,,
,Classic,綠皮的指揮,,,+1/+1,,,,,,,Enchantment,NEW1_024o,,,,,
True,Classic,綠皮船長,,True,<b>戰吼:</b>賦予你的武器+1/+1,Dan Scott,Legendary,5,5,4,要不是那些圍觀的臭小孩，他<b>差點</b>就成功把一艘部落大戰艦開進暴風港!,Minion,NEW1_024,Battlecry,,Pirate,,
True,Classic,群體驅魔,,,<b>沉默</b>敵方全部手下。抽一張牌,Sean O&sbquo;Daniels,Rare,,4,,它會驅散增益效果、能力、希望和夢想。,Spell,EX1_626,Silence,Priest,,,
,Classic,翡翠龍,,,,,,7,4,6,,Minion,DREAM_03,,Dream,Dragon,,
True,Classic,老邁的法師,Neutral,,<b>戰吼:</b>賦予兩側的手下<b>法術傷害+1</b>,Howard Lyon,Rare,2,4,5,有時候他會忘記自己在幹嘛，然後闖進別人的戰鬥中。,Minion,EX1_584,Battlecry,,,,
True,Classic,老邁的釀酒大師,Alliance,,<b>戰吼:</b>把一個友方手下從戰場返回你的手上,Bernie Kang,Common,5,4,4,大部分的熊貓人會說他釀的酒嘗起來像犛牛。不過這顯然是種讚美。,Minion,EX1_057,Battlecry,,,,
True,Classic,聖光之子,Neutral,,此手下的攻擊力總是會相當於其生命值,Daarken,Common,0,4,5,聖光之子?還是聖光的棋子?,Minion,EX1_335,,Priest,,,
True,Classic,聖療術,Neutral,,恢復#8點生命值。抽3張牌,Raymond Swanland,Epic,,8,,聖騎士都覺得這個法術緊急時很好用。其他人都覺得這個法術很該死。,Spell,EX1_354,,Paladin,,,
True,Classic,背叛,Neutral,,強迫一個敵方手下對兩側的手下造成等同其攻擊力的傷害,Lucas Graciano,Common,,2,,每個人都有一個價碼。以地精來說，他們可以被動物布娃娃跟些許的巧克力收買。,Spell,EX1_126,,Rogue,,,
True,Classic,自然之力,Neutral,,召喚三個有<b>衝鋒</b>，並在回合結束即死亡的2/2樹人,Trevor Jacobs,Epic,,6,,「我想先在那些樹下打個盹。等等...啊啊啊啊!!!」-不幸的地精布林克非茲,Spell,EX1_571,,Druid,,,
True,Classic,自然化,Neutral,,摧毀一個手下。你的對手抽2張牌,Leo Che,Common,,1,,又幹掉一個。,Spell,EX1_161,,Druid,,,
,Classic,自然印記,,,這個手下擁有+4攻擊力,,,,,,,Enchantment,EX1_155ae,,Druid,,,
,Classic,自然印記,,,這個手下擁有+4生命值及<b>嘲諷</b>,,,,,,,Enchantment,EX1_155be,,Druid,,,
,Classic,自然印記,Neutral,,+4攻擊力,,,,,,,Spell,EX1_155a,,Druid,,,
,Classic,自然印記,Neutral,,+4生命值及<b>嘲諷</b>,,,,,,,Spell,EX1_155b,,Druid,,,
True,Classic,自然印記,Neutral,,<b>二選一:</b>給一個手下+4攻擊力，或+4生命值及<b>嘲諷</b>,Clint Langley,Common,,3,,德魯伊們說這叫「自然印記」。其他人則說他們「該洗澡了」。,Spell,EX1_155,,Druid,,,
True,Classic,致命射擊,Neutral,,摧毀一個隨機敵方手下,Steve Prescott,Common,,3,,精準度在摩克納薩爾族當中並非受到極大青睞的優點。不過致命度還排在挺前面的。,Spell,EX1_617,,Hunter,,,
True,Classic,致死打擊,Neutral,,造成$4點傷害。若你生命值在12點以下則造成$6點傷害,Zoltan & Gabor,Rare,,4,,「如果你只能選一個技能，使用致死打擊。」-戰士守則，第6條,Spell,EX1_408,,Warrior,,,
