MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,RACE,INPLAYTEXT,ELITE,DURABILITY
,Classic,战斗怒火,每有一个受伤的友方角色，便抽一张牌。,Spell,EX1_392,True,Neutral,Alex Horley Orlandelli,Common,,2,,“你不会喜欢我生气的样子。”,Warrior,,,,
,Classic,战斧,,Weapon,EX1_398t,,,,,2,1,,,Warrior,,,,2
,Classic,扎根,+5生命值并具有<b>嘲讽</b>。,Spell,EX1_178a,,Neutral,,,,,,,Druid,,,,
,Classic,扎根,+5生命值并具有<b>嘲讽</b>。,Enchantment,EX1_178ae,,,,,,,,,Druid,,,,
,Classic,打磨,+1耐久度。,Enchantment,CS2_146o,,,,,,,,,,,,,
,Classic,扭曲虚空,消灭所有随从。,Spell,EX1_312,True,Neutral,Dave Allsop,Epic,,8,,扭曲虚空浩渺无际，充满着魔法、幻象和被放逐的生命体。,Warlock,,,,
,Classic,扰咒师,,Minion,tt_010a,,,,Epic,1,0,3,,Mage,,,,
Secret,Classic,扰咒术,<b>奥秘：</b>当一个敌方法术以一个随从为目标时，召唤一个1/3的随从并使其成为新的目标。,Spell,tt_010,True,Neutral,Gonzalo Ordonez,Epic,,3,,虽然干扰敌人的闪电箭非常有意思，但是扰咒师更喜欢干扰对手使用野性印记。那种感觉会更卑鄙。至于血精灵...呃，他们只是稍微有点卑鄙而已。,Mage,,,,
,Classic,护佑之力,攻击力增加。,Enchantment,EX1_001e,,,,,,,,,,,,,
,Classic,报警机器人,在你的回合开始时，随机将你的手牌中的一张随从牌与该随从交换。,Minion,EX1_006,True,,Sean O’Daniels,Rare,0,3,3,警报。警报。警报。,,Mech,,,
Stealth,Classic,拉文霍德刺客,<b>潜行</b>,Minion,CS2_161,True,Alliance,Ralph Horsley,Rare,7,7,5,把姓名和10000金币打包邮寄给他。剩下的他会帮你搞定。,,,,,
,Classic,拔根,+5攻击力。,Enchantment,EX1_178be,,,,,,,,,Druid,,,,
,Classic,拔根,+5攻击力。,Spell,EX1_178b,,Neutral,,,,,,,Druid,,,,
Taunt,Classic,持盾卫士,<b>嘲讽</b>,Minion,EX1_405,True,Neutral,Carl Critchlow,Common,0,1,4,你知道这个游戏里的盾牌都有多大吗？那可绝对不是轻松的差事。,,,,,
OneTurnEffect,Classic,挫志咆哮,在本回合中，该随从获得-3攻击力。,Enchantment,EX1_161o,,,,,,,,,Druid,,,,
,Classic,损坏的傀儡,,Minion,skele21,,Neutral,,Common,2,1,1,,,Mech,,,
,Classic,控心术,随机复制对手的牌库中的一张随从牌，并将该随从置入战场。,Spell,EX1_345,True,Neutral,Zoltan & Gabor,Epic,,4,,有时候你会觉得，一切不过是场游戏。,Priest,,,,
Deathrattle|Divine Shield|Taunt,Classic,提里奥·弗丁,<b>圣盾</b>，<b>嘲讽</b>，<b>亡语：</b>装备一把5/3的灰烬使者。,Minion,EX1_383,True,Neutral,Brom,Legendary,6,8,6,如果你还没听过《提里奥·弗丁主题曲》，那是因为它还没被谱写出来。,Paladin,,,True,
OneTurnEffect,Classic,撕咬,在本回合中，获得+4攻击力。,Enchantment,EX1_570e,,,,,,,,,,,,,
,Classic,撕咬,使你的英雄获得4点护甲值，并在本回合中获得+4攻击力。,Spell,EX1_570,True,Neutral,Tom Baxa,Rare,,4,,一般说来，你不把嘴里的肉嚼完，是不舍得变回人形态的。,Druid,,,,
,Classic,攻城车,在你的回合开始时，对一个随机敌人造成2点伤害。,Minion,EX1_102,True,Neutral,Raymond Swanland,Rare,1,3,4,攻城这件事一点儿也不好玩，而且通常还不怎么奏效，因为现在人人都有飞行坐骑。,,Mech,,,
Secret,Classic,救赎,<b>奥秘：</b>当一个你的随从死亡时，使其回到战场，并具有1点生命值。,Spell,EX1_136,True,Neutral,Ittoku,Common,,1,,救赎并非是从罪恶中得以解脱，而是对生活的彻底肯定，包括其中的痛苦、折磨和荒诞。,Paladin,,,,
,Classic,无羁元素,每当你使用一张具有<b>过载</b>的牌，便获得+1/+1。,Minion,EX1_258,True,Neutral,Matt Gaser,Common,2,3,4,无拘无束的它喜欢在灯红酒绿的城里度过每个夜晚。,Shaman,,,,
Battlecry,Classic,无面操纵者,<b>战吼：</b>选择一个随从，成为它的复制。,Minion,EX1_564,True,Neutral,Raymond Swanland,Epic,3,5,3,作为尤格萨隆的仆从，无面者们以人们的恐惧为食，而现在他们的菜谱中包括你对“不小心把好牌分解掉”的担心和忧虑。,,,,,
Battlecry,Classic,日怒保卫者,<b>战吼：</b>使相邻的随从获得<b>嘲讽</b>。,Minion,EX1_058,True,Alliance,James Ryman,Rare,2,2,3,她拿着一面盾牌，但也只有这样，她才能把它给别人，然后躲在后面。,,,,,
,Classic,星辰坠落,<b>抉择</b>：对一个随从造成$5点伤害；或者对所有敌方随从造成$2点伤害。,Spell,NEW1_007,True,,Richard Wright,Rare,,5,,天塌下来了吗？是的。一点一点塌下来了。,Druid,,,,
,Classic,星辰坠落,对一个随从造成$5点伤害。,Spell,NEW1_007b,,,,,,,,,Druid,,,,
,Classic,星辰坠落,对所有敌方随从造成$2点伤害。,Spell,NEW1_007a,,,,,,,,,Druid,,,,
,Classic,智慧祝福,每当该随从进行攻击，对其施放祝福的玩家便抽一张牌。,Enchantment,EX1_363e,,,,,,,,,Paladin,,,,
,Classic,智慧祝福,选择一个随从，每当其进行攻击，便抽一张牌。,Spell,EX1_363,True,,Chippy,Common,,1,,显然是智慧让他认清了这样一条真理：作为一个随从，每回合都要攻击才能体现其价值。,Paladin,,,,
,Classic,智慧祝福,每当该随从进行攻击，敌方玩家便抽一张牌。,Enchantment,EX1_363e2,,,,,,,,,Paladin,,,,
,Classic,暗影形态,你的英雄技能变为“造成2点伤害”，如果已经处于暗影形态下：改为“造成3点伤害”。,Spell,EX1_625,True,,Alex Horley Orlandelli,Epic,,3,,当一道光亮照射在暗影牧师身上...他们的影子会投射在哪里？,Priest,,,,
,Classic,暗影步,将一个友方随从移回你的手牌，它的法力值消耗减少（2）点。,Spell,EX1_144,True,Neutral,Graven Tung,Common,,0,,潜行者的攻击有如舞蹈，有时他们会以暗影步结束这一切。这不是什么终结技，只因为观众喜欢这样子。,Rogue,,,,
AffectedBySpellPower,Classic,暗影烈焰,消灭一个友方随从，对所有敌方随从造成等同于其攻击力的伤害。,Spell,EX1_303,True,Neutral,Dave Kendall,Rare,,4,,始于一个强大的随从，终于一场华丽的浩劫。多么有趣！,Warlock,,,,
,Classic,暗影狂乱,直到回合结束，获得一个攻击力小于或等于3的敌方随从的控制权。,Spell,EX1_334,True,Neutral,Mark Gibbons,Rare,,4,,随你如何让它恢复理智，这个过程本身仍是件卑劣的事。,Priest,,,,
,Classic,暮光审判,生命值增加。,Enchantment,EX1_043e,,,,,,,,,,,,,
Battlecry,Classic,暮光幼龙,<b>战吼：</b>你每有一张手牌，便获得+1生命值。,Minion,EX1_043,True,Neutral,Jaemin Kim,Rare,4,4,1,暮光幼龙以神秘能量为食，还吃玉米卷。,,Dragon,,,
,Classic,暴乱狂战士,每当一个随从受到伤害，便获得+1攻击力。,Minion,EX1_604,True,Neutral,Simon Bisley,Rare,2,3,4,在投身狂战士这份很有前途的工作之前，他是一个会计。,Warrior,,,,
Enrage,Classic,暴怒的狼人,<b>激怒：</b>+1攻击力并具有<b>风怒</b>,Minion,EX1_412,True,Neutral,Alex Horley Orlandelli,Common,3,3,3,如果他现在还是很愤怒，那就等到他平静下来。,,,,,
Freeze,Classic,暴风雪,对所有敌方随从造成$2点伤害，并使其<b>冻结</b>。,Spell,CS2_028,True,Neutral,Chris Seaman,Rare,,6,,这不只是一张卡牌，更是一张招牌。,Mage,,,,
Charge,Classic,暴龙王克鲁什,<b>冲锋</b>,Minion,EX1_543,True,Neutral,Alex Horley Orlandelli,Legendary,8,9,8,对付暴龙王克鲁什最好的办法就是让某个你讨厌的人站在你前面。,Hunter,Beast,,True,
,Classic,月火术,造成2点伤害。,Spell,EX1_166a,,Neutral,,,,,,,Druid,,,,
Battlecry|Charge,Classic,末日守卫,<b>冲锋</b>，<b>战吼：</b>随机弃两张牌。,Minion,EX1_310,True,Neutral,Lucas Graciano,Rare,5,5,7,召唤末日守卫有很大的风险。总得有人付出生命的代价。,Warlock,Demon,,,
,Classic,末日灾祸,对一个角色造成$2点伤害，如果末日灾祸杀死该角色，随机召唤一个恶魔。,Spell,EX1_320,True,Neutral,Raymond Swanland,Epic,,5,,福无双至，祸不单行。,Warlock,,,,
,Classic,末日预言者,在你的回合开始时，消灭所有随从。,Minion,NEW1_021,True,,Alex Horley Orlandelli,Epic,0,2,7,他的预言几乎都是准确的。他确信，大约会是在《大地的裂变》。,,,,,
,Classic,杀了米尔豪斯！,在本回合中，法术的法力值消耗为（0）点！,Enchantment,NEW1_029t,,,,Legendary,,,,,,,,,
,Classic,松鼠,,Minion,EX1_tk28,,Neutral,,Common,1,1,1,,,Beast,,,
Charge,Classic,树人,<b>冲锋</b>，在回合结束时，消灭该随从。,Minion,EX1_tk9,,Neutral,,Common,2,1,2,,Druid,,,,
Taunt,Classic,树人,<b>嘲讽</b>,Minion,EX1_573t,,,,,2,1,2,,Druid,,,,
,Classic,树人,,Minion,EX1_158t,,Neutral,,,2,1,2,,Druid,,,,
Charge|Enrage,Classic,格罗玛什·地狱咆哮,<b>冲锋</b><b>激怒：</b>+6攻击力,Minion,EX1_414,True,Neutral,Glenn Rane,Legendary,4,8,9,灰谷南方，来自地狱的咆哮还在回响。,Warrior,,,True,
,Classic,格鲁尔,在每个回合结束时，获得+1/+1。,Minion,NEW1_038,True,,Kev Walker,Legendary,7,8,7,人们叫他“屠龙者”格鲁尔。其实他只是想抱抱它们...他不是故意要...,,,,True,
,Classic,梦境,使一个随从移回其拥有者的手牌。,Spell,DREAM_04,,,,,,0,,,Dream,,,,
,Classic,欢笑的姐妹,无法成为法术或英雄技能的目标。,Minion,DREAM_01,,,,,3,3,5,,Dream,,,,
Battlecry,Classic,死亡之翼,<b>战吼：</b>消灭所有其他随从，并弃掉你的手牌。,Minion,NEW1_030,True,,Bernie Kang,Legendary,12,10,12,死亡之翼原本是高贵的巨龙奈萨里奥，他发疯之后制造了艾泽拉斯的大灾变，但最终被击败。子不教，父之过？,,Dragon,,True,
Battlecry|Combo,Classic,毁灭之刃,<b>战吼：</b>造成1点伤害。<b>连击：</b>改为造成2点伤害。,Weapon,EX1_133,True,Neutral,Daren Bader,Rare,2,3,,当拉格纳罗斯还买不起萨弗拉斯的时候，他的武器正是毁灭之刃。,Rogue,,,,2
Windfury,Classic,毁灭之锤,<b>风怒，过载：</b>（2）,Weapon,EX1_567,True,Neutral,John Polidora,Epic,2,5,,奥格瑞姆·毁灭之锤将他的传奇武器赠与了萨尔。他的名字只是纯属巧合。,Shaman,,,,8
Secret,Classic,毒蛇陷阱,<b>奥秘：</b>当你的随从受到攻击时，召唤3条1/1的蛇。,Spell,EX1_554,True,Neutral,Bernie Kang,Epic,,2,,蛇。为什么是蛇？,Hunter,,,,
Deathrattle,Classic,比斯巨兽,<b>亡语：</b>为你的对手召唤1个3/3的芬克·恩霍尔。,Minion,EX1_577,True,Neutral,Glenn Rane,Legendary,9,6,7,他住在黑石山。他吃侏儒。基本上就是这样。,,Beast,,True,
Silence,Classic,沉默,<b>沉默</b>一个随从。,Spell,EX1_332,True,Neutral,Zoltan & Gabor,Common,,0,,专为施法者设计。施法者包括从墓地里钻出来的邪恶巫妖，也包括在黑铁酒吧里唱卡拉OK的麦霸。,Priest,,,,
,Classic,治疗之环,为所有随从恢复#4点生命值。,Spell,EX1_621,True,,Daarken,Common,,0,,神圣的象征。,Priest,,,,
Taunt,Classic,沼泽爬行者,<b>嘲讽</b>,Minion,CS1_069,True,Alliance,Monica Langlois,Common,3,5,6,它以前被称作沼泽兽，但这个名字会让人迷惑，因为它根本不是野兽。,,,,,
,Classic,法力之潮图腾,在你的回合结束时，抽一张牌。,Minion,EX1_575,True,Neutral,Scott Altmann,Rare,0,3,3,据说，有些萨满能够以很快的速度连着说十遍“疼痛的图腾”。,Shaman,Totem,,,
,Classic,法力吸取,攻击力增加。,Enchantment,NEW1_012o,,,,,,,,,Mage,,,,
Aura,Classic,法力怨魂,召唤所有随从的法力值消耗增加（1）点。,Minion,EX1_616,True,Neutral,Luca Zontini,Rare,2,2,2,它们在晚上出没，吸食残余的法力水晶。“嗯...”它们发出这样的声音。,,,,,
,Classic,法力浮龙,每当你施放一个法术，便获得+1攻击力。,Minion,NEW1_012,True,,Blizzard Cinematics,Common,1,1,3,这些法力浮龙以奥术能量为食。所以尽管这些捣蛋鬼不会成为真正的威胁，你也不应该让它们接近任何法术力源。,Mage,,,,
Secret,Classic,法术反制,<b>奥秘：</b>当你的对手施放法术时，<b>反制</b>该法术。,Spell,EX1_287,True,Neutral,Jason Chan,Rare,,3,,一个会法术反制的法师和一个不会法术反制的法师之间有什么区别？那个不会的法师被炎爆术炸了一脸。,Mage,,,,
,Classic,海巨人,战场上每有一个其他随从，该牌的法力值消耗便减少（1）点。,Minion,EX1_586,True,Neutral,Svetlin Velinov,Epic,8,10,8,嗨，巨人！,,,,,
OneTurnEffect,Classic,淬火,在本回合中，获得+2攻击力。,Enchantment,EX1_046e,,,,,,,,,,,,,
Battlecry,Classic,深渊领主,<b>战吼：</b>对你的英雄造成5点伤害。,Minion,EX1_313,True,Neutral,Glenn Rane,Epic,5,4,6,或许玛诺洛斯、玛瑟里顿和布鲁塔卢斯都已经死了，但其实深渊领主还有很多很多。,Warlock,Demon,,,
,Classic,游学者周卓,每当一个玩家施放一个法术，复制该法术，将其置入另一个玩家的手牌。,Minion,EX1_100,True,Neutral,Mark Zug,Legendary,0,2,4,游学者周卓整理并分享有关潘达利亚大陆的轶事，但他最喜欢的故事，是乔伊和菲比一起外出旅行发生的事情。,,,,True,
,Classic,游荡小鬼,<i>你的恶魔用完了！但至少...还有小鬼。</i>,Minion,EX1_317t,,,,Common,1,1,1,,Warlock,Demon,,,
,Classic,滋养,<b>抉择</b>：获得两个法力水晶；或者抽三张牌。,Spell,EX1_164,True,Neutral,Terese Nielsen,Rare,,5,,德鲁伊能够从很多地方获得精神上的滋养：自然的伟力；鸟儿的鸣唱；蛋糕的美味。,Druid,,,,
,Classic,滋养,抽三张牌。,Spell,EX1_164b,,Neutral,,,,,,,Druid,,,,
,Classic,滋养,获得两个法力水晶。,Spell,EX1_164a,,Neutral,,,,,,,Druid,,,,
Battlecry|Charge,Classic,火车王里诺艾,<b>冲锋</b>，<b>战吼：</b>为你的对手召唤2只1/1的雏龙。,Minion,EX1_116,True,Alliance,Gabe from Penny Arcade,Legendary,6,5,2,至少他还有愤怒的小鸡。,,,,True,
,Classic,灰烬使者,,Weapon,EX1_383t,,,,Legendary,5,5,,,Paladin,,,,3
,Classic,灵魂虹吸,消灭一个随从，为你的英雄恢复#3点生命值。,Spell,EX1_309,True,Neutral,Tyler Walpole,Rare,,6,,你最好避免虹吸自己的灵魂，这样会造成一些很奇怪的死循环。,Warlock,,,,
,Classic,炎爆术,造成$10点伤害。,Spell,EX1_279,True,Neutral,Luca Zontini,Epic,,10,,抽到这张牌的时候，发出一阵邪恶的狂笑吧。,Mage,,,,
,Classic,炎魔之王拉格纳罗斯,无法攻击，在你的回合结束时，对一个随机敌人造成8点伤害。,Minion,EX1_298,True,Neutral,Greg Staples,Legendary,8,8,8,拉格纳罗斯是由黑铁矮人召唤出来的，而这些矮人最终也成为了火焰领主的奴隶。所以召唤拉格纳罗斯往往得不到你想要的结果。,,,,True,
Divine Shield|Taunt,Classic,烈日行者,<b>嘲讽</b>，<b>圣盾</b>。,Minion,EX1_032,True,Alliance,Andrea Uderzo,Rare,4,6,5,她不是真的能够在太阳上行走。这只是个名称，别担心！,,,,,
Battlecry,Classic,烈焰小鬼,<b>战吼：</b>对你的英雄造成3点伤害。,Minion,EX1_319,True,Neutral,Alex Horley Orlandelli,Common,3,1,2,小鬼们喜欢引火上身。它们就是喜欢。,Warlock,Demon,,,
,Classic,照明弹,所有随从失去<b>潜行</b>，摧毁所有敌方<b>奥秘</b>，抽一张牌。,Spell,EX1_544,True,Neutral,Tyler Walpole,Rare,,2,,它不但能让你的敌人无处遁形，还能让整个晚会熠熠生辉！,Hunter,,,,
,Classic,熊形态,+2生命值并具有<b>嘲讽</b>。,Spell,EX1_165b,,Neutral,,Common,,,,,Druid,,,,
,Classic,熔岩爆裂,造成$5点伤害，<b>过载：</b>（2）,Spell,EX1_241,True,Neutral,Dan Scott,Rare,,3,,就像火焰领主吐了一口口水，呃，火。,Shaman,,,,
,Classic,熔核巨人,你的英雄每受到1点伤害，这张牌的法力值消耗便减少（1）点。,Minion,EX1_620,True,,Glenn Rane,Epic,8,20,8,无数初次来到熔火之心的冒险者倒在他滚烫的脚掌之下。,,,,,
Secret,Classic,蒸发,<b>奥秘：</b>当一个随从攻击你的英雄，将其消灭。,Spell,EX1_594,True,Neutral,Raymond Swanland,Rare,,3,,是不是因为死亡之翼的对手使用这张牌击败了他，所以他一怒之下引发了大灾变？我们不得而知。,Mage,,,,
,Classic,爆炸射击,对一个随从造成$5点伤害，并对其相邻的随从造成$2点伤害。,Spell,EX1_537,True,Neutral,Tom Baxa,Rare,,5,,拉动保险销，数到5，再开火。然后躲起来。,Hunter,,,,
Secret,Classic,爆炸陷阱,<b>奥秘：</b>当你的英雄受到攻击，对所有敌人造成$2点伤害。,Spell,EX1_610,True,Neutral,Brandon Kitkouski,Common,,2,,普通陷阱捉到的是猎物；爆炸陷阱捉到的是烤熟的食物！,Hunter,,,,
Enrage|Taunt,Classic,牛头人战士,<b>嘲讽</b>，<b>激怒：</b>+3攻击力。,Minion,EX1_390,True,Neutral,Paul Warzecha,Common,2,3,3,牛头人战士：莫高雷勇士，野猪人杀手，雷霆崖电梯发明者。,,,,,
Battlecry,Classic,狂奔科多兽,<b>战吼：</b>随机消灭一个攻击力小于或等于2的敌方随从。,Minion,NEW1_041,True,,Daren Bader,Rare,3,5,5,这只科多兽太大了，以至于他经常会踩到一些小动物。,,Beast,,,
,Classic,狂暴,攻击力增加。,Enchantment,EX1_604o,,,,,,,,,Warrior,,,,
,Classic,狂暴,使一个受伤的随从获得+3/+3。,Spell,CS2_104,True,Neutral,Jonboy Meyers,Common,,2,,随从很愤怒。随从很厉害！,Warrior,,,,
,Classic,狂暴,+3/+3。,Enchantment,CS2_104e,,,,,,,,,Warrior,,,,
OneTurnEffect,Classic,狂野怒火,在本回合中，+2攻击力并具有<b>免疫</b>。,Enchantment,EX1_549o,,,,,,,,,Hunter,,,,
,Classic,狂野怒火,在本回合中，使一只友方野兽获得+2攻击力并具有<b>免疫</b>。,Spell,EX1_549,True,Neutral,Alex Horley Orlandelli,Epic,,1,,盛燃的愤怒掩藏于表面之下，同时还伴随着野性的狂放不羁和些许傲慢。,Hunter,,,,
,Classic,狂野炎术师,每当你施放一个法术，对所有随从造成1点伤害。,Minion,NEW1_020,True,,Alex Horley Orlandelli,Rare,3,2,2,爆炸吧，宝贝儿！炸得越烂越好！让那些统治者去死吧！,,,,,
Secret,Classic,狙击,<b>奥秘：</b>当你的对手打出一张随从牌时，对该随从造成$4点伤害。,Spell,EX1_609,True,Neutral,Lorenzo Minaca,Common,,2,,伟大的狙击手总是能够正中目标。就像吃下一整块猪肋排。嗯，味道好极了。,Hunter,,,,
Stealth,Classic,狼人渗透者,<b>潜行</b>,Minion,EX1_010,True,Alliance,Raymond Swanland,Common,2,1,1,他们原本都是人类，他们更知道怎样悄无声息地进入某些人类的居所中。,,,,,
,Classic,狼群之力,恐狼前锋使得该随从获得+1攻击力。,Enchantment,EX1_162o,,,,,,,,,,,,,
Charge,Classic,猎犬,<b>冲锋</b>,Minion,EX1_538t,,,,,1,1,1,,Hunter,Beast,,,
,Classic,猎豹,,Minion,EX1_160t,,,,Common,3,2,2,,Druid,Beast,,,
,Classic,猎豹形态,<b>冲锋</b>,Spell,EX1_165a,,Neutral,,Common,,,,,Druid,,,,
,Classic,猛击,对一个随从造成$2点伤害，如果它依然存活，则抽一张牌。,Spell,EX1_391,True,Neutral,E.M. Gist,Common,,2,,“咚次哒次，咚次哒次”：如果你听到食人魔这样的“歌声”，那已经太晚了。,Warrior,,,,
Battlecry,Classic,王牌猎人,<b>战吼：</b>消灭一个攻击力大于或等于7的随从。,Minion,EX1_005,True,,Chris Seaman,Epic,4,3,2,魔暴龙之类的猎物已经让他提不起兴趣了。很快，他就会提着一把生锈的“科罗尔之刃”去猎杀奥妮克希亚了。,,,,,
Spellpower,Classic,玛里苟斯,<b>法术伤害+5</b>,Minion,EX1_563,True,Neutral,Michael Komarck,Legendary,4,9,12,玛里苟斯憎恨凡人使用魔法。那会让他气急败坏！,,Dragon,,True,
,Classic,生命灌注,+3生命值,Enchantment,EX1_623e,,,,,,,,,Priest,,,,
,Classic,生而平等,将所有随从的生命值变为1。,Spell,EX1_619,True,Neutral,Michal Ivan,Rare,,2,,正因为我们都是独一无二的，所以我们都是平等的。,Paladin,,,,
,Classic,生而平等,生命值变为1。,Enchantment,EX1_619e,,,,,,,,,Paladin,,,,
,Classic,生长,格鲁尔正在变得更强......,Enchantment,NEW1_038o,,,,,,,,,,,,,
Battlecry,Classic,疯狂投弹者,<b>战吼：</b>造成3点伤害，随机分配于其他角色身上。,Minion,EX1_082,True,Alliance,Mike Sass,Common,3,2,2,其实他也不算是很疯狂，他只是应该在携带炸药的时候更加小心一点而已。,,,,,
Battlecry,Classic,疯狂的炼金师,<b>战吼：</b>使一个随从的攻击力和生命值互换。,Minion,EX1_059,True,Neutral,Tom Fleming,Rare,2,2,2,“你一定会喜欢我的新配方的！”他总是这么说...特别是当你对你现在的触手数量不满意的时候。,,,,,
Battlecry,Classic,白银之手骑士,<b>战吼：</b>召唤一个2/2的侍从。,Minion,CS2_151,True,Alliance,Matt Starbuck,Common,4,5,4,做一名骑士很威风，但是做骑士的侍从感觉就差一点了。,,,,,
AffectedBySpellPower,Classic,盾牌猛击,你每有1点护甲值，便对一个随从造成1点伤害。,Spell,EX1_410,True,Neutral,Raymond Swanland,Epic,,1,,“什么是更好的武器？是敌人预料之中的利斧，还是敌人意想不到的钝刀？”——《战士的艺术》，第9章,Warrior,,,,
,Classic,知识古树,<b>抉择</b>：抽两张牌；或者恢复5点生命值。,Minion,NEW1_008,True,,Patrik Hjelm,Epic,5,7,5,去吧，把你的名字刻在树皮上。,Druid,,,,
Battlecry,Classic,破法者,<b>战吼：</b><b>沉默</b>一个随从。,Minion,EX1_048,True,Horde,Matt Cavotta,Common,4,4,3,破法者能够轻易地破除施法者制造的法术，整个过程就像大夫看门诊一样，毫无痛苦。,,,,,
Battlecry|Spellpower,Classic,碧蓝幼龙,<b>法术伤害+1</b>，<b>战吼：</b>抽一张牌。,Minion,EX1_284,True,Neutral,Ben Zhang,Rare,4,5,4,它们本来应该是宝蓝色或是蔚蓝色，但这几个颜色显得有点太耀眼了。,,Dragon,,,
,Classic,视界术,抽一张牌，该牌的法力值消耗减少（3）点。,Spell,CS2_053,True,Neutral,Lars Grant-West,Epic,,3,,德雷克塔尔失明了，但他依然能够看见很多东西。你懂得我的意思吗？你懂得用心灵去观察吗？,Shaman,,,,
,Classic,视界术,你的一张手牌的法力值消耗减少（3）点。,Enchantment,CS2_053e,,,Lars Grant-West,,,,,,Shaman,,,,
,Classic,神圣之火,造成$5点伤害。为你的英雄恢复#5点生命值。,Spell,EX1_624,True,,Miguel Coimbra,Rare,,6,,紧接着你就会看到“神圣之烟”！,Priest,,,,
,Classic,神圣愤怒,抽一张牌，并造成等同于其法力值消耗的伤害。,Spell,EX1_365,True,Neutral,Justin Sweet,Rare,,5,,来个熔核巨人吧！！,Paladin,,,,
,Classic,神恩术,抽若干数量的牌，直到你的手牌数量等同于你的对手的手牌数量。,Spell,EX1_349,True,Neutral,Lucas Graciano,Rare,,3,,这可是神的恩赐，就好像有人在关键时刻向你伸出援手。,Paladin,,,,
Silence,Classic,禁魔,<b>沉默</b>一个随从。,Spell,EX1_166b,,Neutral,,,,,,,Druid,,,,
Battlecry,Classic,秘教暗影祭司,<b>战吼：</b>获得一个攻击力小于或等于2的敌方随从的控制权。,Minion,EX1_091,True,Neutral,Chippy,Epic,4,6,5,你绝不知道谁在为这个秘密组织效劳...,Priest,,,,
Battlecry,Classic,穆克拉,<b>战吼：</b>使你的对手获得两个香蕉。,Minion,EX1_014,True,,Sunny Gho,Legendary,5,3,5,穆克拉在哈圭罗岛上徘徊，寻找他的真爱。,,Beast,,True,
,Classic,穆鲁之影,该随从吞噬了圣盾，攻击力和生命值增加。,Enchantment,EX1_590e,,,,Common,,,,,,,,,
,Classic,空无之影,控心术无效！你的对手的牌库中没有随从牌了！,Minion,EX1_345t,,,,Epic,0,0,1,,Priest,,,,
Battlecry,Classic,米尔豪斯·法力风暴,<b>战吼：</b>下个回合敌方法术的法力值消耗为（0）点。,Minion,NEW1_029,True,,Jim Nelson,Legendary,4,2,4,“我要把你们烤熟了，宝贝儿们！”,,,,True,
,Classic,精灵龙,无法成为法术或英雄技能的目标。,Minion,NEW1_023,True,,Samwise,Common,3,2,2,可爱至极，免疫魔法，不会在毯子上撒尿。真是完美的宠物！,,Dragon,,,
Summoned,Classic,精神控制,,Enchantment,EX1_tk31,,Neutral,,Common,,,,,Priest,,,,
Battlecry,Classic,精神控制技师,<b>战吼：</b>如果你的对手拥有4个或者更多随从，随机控制其中一个。,Minion,EX1_085,True,Alliance,Leo Che,Rare,3,3,3,精神控制技术正在日益改善，但这并不能说明什么。,,,,,
,Classic,紫罗兰学徒,,Minion,NEW1_026t,,,,,1,0,1,,,,,,
,Classic,紫罗兰教师,每当你施放一个法术，召唤一个1/1的紫罗兰学徒。,Minion,NEW1_026,True,,James Ryman,Rare,3,4,5,要是你不专心听讲，你就会被变成一只猪，然后你的名字就会被写在黑板上。,,,,,
,Classic,纳特·帕格,在你的回合开始时，你有50%的几率额外抽一张牌。,Minion,EX1_557,True,Neutral,Steve Prescott,Legendary,0,2,4,纳特·帕格是艾泽拉斯最棒的钓手！他发明了自动鱼竿3000型，伸缩鱼竿3000型，以及电气自动诱捕器2099型（仍在测试中）。,,,,True,
,Classic,绝命乱斗,随机选择一个随从，消灭除了该随从外的所有其他随从。,Spell,EX1_407,True,Neutral,Wayne Reynolds,Epic,,5,,你知道搏击俱乐部的第一守则吗？,Warrior,,,,
,Classic,绿皮的命令,+1/+1。,Enchantment,NEW1_024o,,,,,,,,,,,,,
Battlecry,Classic,绿皮船长,<b>战吼：</b>使你的武器获得+1/+1。,Minion,NEW1_024,True,,Dan Scott,Legendary,5,5,4,要不是因为那些调皮捣蛋的小家伙们，他差点就把那艘超级战舰开进暴风城港口了！,,Pirate,,True,
Silence,Classic,群体驱散,<b>沉默</b>所有敌方随从，抽一张牌。,Spell,EX1_626,True,,Sean O&sbquo;Daniels,Rare,,4,,它驱散了增益、力量、希望和梦想。,Priest,,,,
,Classic,翡翠幼龙,,Minion,DREAM_03,,,,,7,4,6,,Dream,Dragon,,,
,Classic,老实点！,攻击力变为1点。,Enchantment,EX1_382e,,,,,,,,,Paladin,,,,
Poisonous|Stealth,Classic,耐心的刺客,<b>潜行</b>。消灭任何受到该随从伤害的随从。,Minion,EX1_522,True,Neutral,Ben Olson,Epic,1,2,1,其实他的耐性并不好。只是等待他的目标靠近需要花点时间。,Rogue,,,,
OneTurnEffect,Classic,肯瑞托之力,你的下一个奥秘的法力值消耗为（0）点。,Enchantment,EX1_612o,,,,,,,,,Mage,,,,
